,total_acidity,chlorides,pH,sulphates,alcohol,quality
548,6.989999999999999,0.044,3.49,0.5,10.2,1
549,8.31,0.05,3.16,0.42,8.7,0
550,7.81,0.05,3.07,0.52,9.6,1
551,9.79,0.026,2.93,0.37,11.3,1
552,8.42,0.028,3.0,0.38,12.1,1
553,7.81,0.05,3.07,0.52,9.6,1
554,8.42,0.028,3.0,0.38,12.1,1
555,9.79,0.026,2.93,0.37,11.3,1
556,9.46,0.046,2.98,0.65,9.4,0
557,6.75,0.049,3.32,0.5,10.4,1
558,6.3500000000000005,0.044,3.25,0.39,9.5,0
559,7.98,0.047,3.01,0.76,12.3,1
560,7.33,0.049,3.12,0.74,9.9,1
561,6.37,0.057,3.24,0.48,10.1,0
562,8.31,0.063,3.09,0.63,9.2,1
563,7.92,0.046,3.08,0.77,10.4,1
564,7.609999999999999,0.066,3.2,0.42,9.1,0
565,8.4,0.059,3.12,0.47,10.0,1
566,7.89,0.051,3.13,0.39,11.5,1
567,6.76,0.048,3.08,0.61,9.8,0
568,6.869999999999999,0.05,3.08,0.6,9.8,1
569,7.050000000000001,0.04,3.19,0.69,9.4,1
570,8.47,0.051,3.05,0.46,8.7,0
571,7.07,0.038,3.32,0.41,11.6,1
572,7.58,0.047,3.04,0.56,8.8,0
573,7.74,0.032,3.16,0.39,12.7,1
574,7.930000000000001,0.035,3.17,0.44,11.7,1
575,8.72,0.047,3.13,0.5,10.2,1
576,8.719999999999999,0.047,3.13,0.5,10.2,1
577,7.6499999999999995,0.033,3.15,0.38,12.7,1
578,7.07,0.038,3.32,0.41,11.6,1
579,6.64,0.034,3.38,0.38,12.3,1
580,8.47,0.051,3.05,0.46,8.7,0
581,6.1,0.042,3.35,0.39,9.4,0
582,7.819999999999999,0.056,3.13,0.35,10.1,1
583,7.86,0.042,2.86,0.36,9.7,1
584,7.1499999999999995,0.046,3.42,0.51,10.1,1
585,7.86,0.042,2.86,0.36,9.7,1
586,7.96,0.049,3.13,0.48,8.9,1
587,6.67,0.034,3.217616021567495,0.5,10.8,1
588,7.450000000000001,0.036,3.42,0.49,10.8,1
589,7.5600000000000005,0.04,3.19,0.58,9.5,1
590,7.909999999999999,0.059,2.94,0.44,9.1,0
591,7.87,0.037,3.32,0.49,10.9,1
592,7.640000000000001,0.043,3.2,0.52,9.4,0
593,6.920000000000001,0.03,2.97,0.28,10.8,0
594,6.935,0.03,2.97,0.29,10.8,0
595,6.95,0.051,3.45,0.5,10.5,1
596,7.640000000000001,0.043,3.2,0.52,9.4,0
597,7.66,0.034,3.17,0.44,10.8,1
598,6.46,0.036,3.35,0.48,10.5,1
599,7.490000000000001,0.036,3.08,0.68,11.5,1
600,7.35,0.18,3.11,0.54,9.4,1
601,7.840000000000001,0.045,2.88,0.38,10.8,1
602,6.920000000000001,0.03,2.97,0.28,10.8,0
603,6.935,0.03,2.97,0.29,10.8,0
604,7.05,0.052,2.99,0.61,9.8,1
605,7.05,0.052,2.99,0.61,9.8,1
606,7.84,0.049,3.43,0.38,9.6,0
607,7.84,0.049,3.43,0.38,9.6,0
608,6.63,0.044,3.34,0.48,9.5,0
609,8.120000000000001,0.061,3.48,0.69,10.7,1
610,7.140000000000001,0.037,3.25,0.65,12.4,1
611,8.040000000000001,0.032,3.09,0.39,11.1,1
612,8.41,0.047,2.99,0.38,8.8,0
613,8.39,0.045,3.0,0.36,8.7,0
614,8.39,0.045,3.0,0.36,8.7,0
615,8.41,0.047,2.99,0.38,8.8,0
616,8.45,0.037,3.21,0.65,11.7,1
617,8.33,0.051,3.23,0.5,10.9,1
618,8.21,0.051,3.23,0.5,10.8,1
619,7.890000000000001,0.057,3.12,0.5,9.6,1
620,7.37,0.084,3.18,0.58,9.0,0
621,7.269183201695242,0.083,2.85,0.5,9.0,0
622,5.74,0.043,3.36,0.6,10.4,1
623,7.78,0.045,3.23,0.51,11.4,0
624,6.42,0.066,3.26,0.55,9.3,0
625,6.73,0.039,3.33,0.46,11.0,1
626,8.28,0.096,3.32,0.45,9.1,0
627,7.5600000000000005,0.048,3.23,0.62,9.4,1
628,7.5600000000000005,0.048,3.23,0.62,9.4,1
629,6.4399999999999995,0.036,3.18,0.6,10.5,1
630,7.65,0.05,3.22,0.42,8.8,0
631,7.65,0.05,3.22,0.42,8.8,0
632,7.470000000000001,0.04,3.26,0.64,10.7,1
633,6.49,0.045,3.33,0.42,9.5,0
634,6.55,0.033,3.43,0.49,10.9,1
635,6.29,0.027,3.49,0.51,10.8,1
636,6.65,0.037,3.41,0.46,10.8,1
637,7.930000000000001,0.053,3.1,0.62,9.2,0
638,6.089999999999999,0.046,3.3,0.71,10.3,0
639,6.2749999999999995,0.046,3.3,0.71,10.3,0
640,6.125,0.047,3.34,0.5,11.0,1
641,6.63,0.054,3.25,0.43,9.0,0
642,6.84,0.046,3.36,0.5,10.4,1
643,6.920000000000001,0.05,3.31,0.45,9.5,0
644,6.930000000000001,0.051,3.31,0.45,9.5,0
645,6.81,0.058,3.24,0.41,9.0,0
646,7.55,0.061,3.09,0.57,9.5,0
647,7.845000000000001,0.05,3.16,0.37,9.0,1
648,6.44,0.041,3.16,0.72,10.0,0
649,7.699999999999999,0.067,3.07,0.53,9.1,1
650,7.699999999999999,0.067,3.07,0.53,9.1,1
651,7.699999999999999,0.067,3.07,0.53,9.1,1
652,7.699999999999999,0.067,3.07,0.53,9.1,1
653,6.4,0.053,3.34,0.45,9.5,1
654,7.08,0.048,3.33,0.75,11.4,1
655,8.32,0.03,3.11,0.42,12.2,1
656,9.62,0.028,3.04,0.4,11.3,1
657,7.85,0.05,3.25,0.44,10.2,0
658,7.119999999999999,0.052,3.24,0.4,11.3,0
659,7.25,0.038,3.15,0.47,10.0,0
660,7.64,0.049,3.15,0.38,9.4,0
661,7.39,0.032,3.37,0.5,12.2,1
662,7.67,0.094,3.4,0.47,9.2,0
663,7.64,0.049,3.15,0.38,9.4,0
664,7.6499999999999995,0.052,3.35,0.52,9.6,1
665,8.3,0.056,3.28,0.48,9.5,0
666,7.39,0.036,3.35,0.72,12.5,1
667,7.6499999999999995,0.052,3.35,0.52,9.6,1
668,6.489999999999999,0.047,3.35,0.46,10.0,1
669,7.140000000000001,0.047,3.18,0.57,9.3,0
670,8.48,0.058,3.14,0.55,9.3,1
671,7.24,0.038,3.29,0.57,11.6,1
672,7.76,0.039,3.38,0.5,12.5,1
673,7.31,0.038,3.36,0.63,10.6,1
674,7.220000000000001,0.047,3.08,0.6,9.4,0
675,6.63,0.056,3.19,0.4,9.1,1
676,6.44,0.057,3.23,0.41,9.0,1
677,6.5,0.033,3.42,0.42,11.8,1
678,6.5,0.033,3.42,0.42,11.8,1
679,6.4,0.033,3.42,0.42,11.8,1
680,7.12,0.043,3.17,0.39,10.0,0
681,7.83,0.058,3.06,0.47,9.7,0
682,6.4,0.052,3.24,0.44,9.5,1
683,6.99,0.24,3.12,0.48,9.4,0
684,8.870000000000001,0.052,3.03,0.42,11.2,0
685,6.82,0.051,3.25,0.46,9.0,0
686,7.369999999999999,0.043,3.3,0.53,10.7,1
687,7.77,0.29,3.08,0.67,9.0,0
688,7.78,0.044,3.14,0.5,9.1,1
689,7.24,0.039,3.26,0.6,10.8,1
690,7.44,0.043,3.31,0.6,10.1,0
691,6.62,0.037,3.17,0.62,9.9,1
692,6.5200000000000005,0.036,3.17,0.62,9.8,0
693,6.41,0.036,3.17,0.63,9.8,0
694,8.469999999999999,0.041,3.16,0.66,9.5,1
695,6.92,0.047,3.23,0.46,9.5,0
696,7.23,0.022,3.23,0.57,11.1,1
697,8.32,0.039,3.217616021567495,0.6,9.5,0
698,8.32,0.039,3.06,0.6,9.5,0
699,8.19,0.042,3.06,0.59,9.4,0
700,9.5,0.042,3.06,0.64,9.7,0
701,6.46,0.03,3.41,0.78,13.9,1
702,7.159999999999999,0.042,3.22,0.45,10.1,0
703,7.010000000000001,0.038,3.12,0.42,10.5,1
704,6.109999999999999,0.037,3.42,0.5,12.6,1
705,9.33,0.032,2.89,0.34,10.9,0
706,6.72,0.041,3.15,0.6,10.0,0
707,7.83,0.046,3.13,0.62,11.2,1
708,8.34,0.05,3.11,0.48,10.0,1
709,6.88,0.044,3.14,0.46,9.2,0
710,6.59,0.046,3.35,0.45,9.5,0
711,8.899999999999999,0.035,3.1,0.5,12.3,1
712,8.899999999999999,0.035,3.1,0.5,12.3,1
713,7.1,0.04,3.32,0.43,10.0,0
714,6.6499999999999995,0.038,3.41,0.5,10.8,1
715,6.68,0.038,3.49,0.71,10.5,1
716,8.430000000000001,0.048,3.06,0.61,9.2,1
717,7.68,0.042,2.96,0.5,9.1,0
718,6.68,0.038,3.49,0.71,10.5,1
719,8.190000000000001,0.042,3.45,0.5,10.2,1
720,7.33,0.053,3.02,0.45,8.9,0
721,6.74,0.046,3.5,0.52,10.4,0
722,7.55,0.032,3.37,0.47,11.7,1
723,7.239999999999999,0.02,3.26,0.44,12.4,1
724,8.5,0.028,3.14,0.39,10.9,1
725,7.0,0.041,3.15,0.46,10.2,0
726,6.95,0.038,3.37,0.66,11.7,1
727,7.55,0.057,2.99,0.59,9.4,0
728,6.87,0.043,3.35,0.47,10.5,0
729,6.6,0.185,3.12,0.62,9.4,0
730,7.0600000000000005,0.042,3.35,0.56,10.4,1
731,6.93,0.044,3.25,0.47,9.5,1
732,9.53,0.022,3.01,0.33,11.1,1
733,7.1499999999999995,0.052,3.02,0.5,9.1,1
734,7.53,0.04,3.28,0.61,9.2,0
735,6.95,0.038,3.14,0.49,9.6,1
736,7.1499999999999995,0.052,3.02,0.5,9.1,1
737,7.53,0.04,3.28,0.61,9.2,0
738,7.619999999999999,0.021,3.17,0.39,10.8,1
739,6.95,0.038,3.14,0.49,9.6,1
740,7.69,0.022,3.31,0.37,12.6,0
741,6.3,0.031,3.44,0.55,11.0,1
742,7.57,0.03,3.28,0.61,10.2,1
743,6.41,0.034,3.33,0.43,9.4,0
744,8.05,0.041,3.17,0.43,10.0,0
745,9.26,0.022,3.26,0.55,12.2,1
746,7.55,0.033,3.22,0.56,10.5,1
747,7.890000000000001,0.056167404271695205,3.04,0.32,11.5,1
748,7.46,0.049,3.3,0.54,9.8,1
749,8.02,0.025,3.04,0.32,11.4,1
750,7.890000000000001,0.024,3.04,0.32,11.5,1
751,7.6000000000000005,0.036,3.15,0.55,10.2,1
752,7.32,0.038,3.16,0.5,9.4,1
753,7.55,0.033,3.22,0.56,10.5,1
754,6.72,0.11,3.09,0.5,9.1,0
755,7.82,0.032,3.25,0.48,12.2,1
756,6.33,0.056,3.42,0.43,9.5,0
757,7.39,0.051,3.4,0.85,9.3,1
758,7.64,0.051,3.3,0.96,9.8,1
759,7.63,0.047,3.3,0.97,9.8,1
760,7.46,0.049,3.3,0.54,9.8,1
761,7.58,0.05,3.3,0.54,9.8,1
762,7.53,0.057,3.0,0.56,8.7,0
763,5.48,0.039,3.37,0.57,10.2,1
764,6.88,0.042,3.22,0.69,9.5,1
765,7.890000000000001,0.05,2.94,0.46,11.0,1
766,7.83,0.078,3.08,0.44,9.2,0
767,7.36,0.028,3.21,0.6,10.9,1
768,7.15,0.043,3.42,0.4,9.3,1
769,7.15,0.043,3.42,0.4,9.3,1
770,7.2299999999999995,0.045,3.41,0.46,9.8,1
771,7.33,0.13,3.12,0.39,9.3,1
772,7.409999999999999,0.135,3.12,0.39,9.3,1
773,6.669999999999999,0.039,3.4,0.45,9.4,0
774,9.819999999999999,0.035,3.2,0.46,10.4,1
775,7.105,0.115,3.24,0.58,12.1,1
776,8.89,0.039,3.02,0.56,11.0,1
777,7.620000000000001,0.052,3.12,0.53,9.0,0
778,7.49,0.053,3.37,0.82,9.5,1
779,8.709999999999999,0.053,3.28,0.75,8.8,1
780,6.395,0.042,3.37,0.38,11.2,0
781,8.31,0.056,3.08,0.61,9.3,1
782,7.49,0.053,3.37,0.82,9.5,1
783,8.709999999999999,0.053,3.28,0.75,8.8,1
784,7.620000000000001,0.052,3.12,0.53,9.0,0
785,8.17,0.039,3.27,0.3,9.3,1
786,8.32,0.04,3.27,0.29,9.2,1
787,8.32,0.04,3.27,0.29,9.2,1
788,6.3,0.037,3.46,0.45,10.0,1
789,8.17,0.039,3.27,0.3,9.3,1
790,8.32,0.04,3.27,0.29,9.2,1
791,6.44,0.033,3.39,0.69,10.9,1
792,6.94,0.046,3.1,0.56,10.0,0
793,6.44,0.033,3.39,0.69,10.9,1
794,7.99,0.049,3.03,0.52,9.3,0
795,7.77,0.05,3.09,0.43,9.0,0
796,8.450000000000001,0.054,3.02,0.58,9.2,1
797,7.470000000000001,0.046,3.28,0.77,9.6,1
798,5.82,0.041,3.42,0.4,9.4,1
799,6.489999999999999,0.036,3.34,0.58,11.1,1
800,8.65,0.036,3.06,0.41,8.9,1
801,6.7700000000000005,0.048,3.19,0.47,9.3,0
802,7.539999999999999,0.044,3.07,0.53,9.3,0
803,7.119999999999999,0.039,3.41,0.44,9.8,1
804,7.96,0.032,3.22,0.46,9.8,1
805,8.65,0.036,3.06,0.41,8.9,1
806,6.97,0.046,3.17,0.41,9.6,0
807,6.75,0.046,3.16,0.41,9.6,1
808,6.56,0.046,3.15,0.38,9.0,1
809,6.76,0.046,3.17,0.43,9.5,1
810,6.7700000000000005,0.048,3.19,0.47,9.3,0
811,6.46,0.063,3.21,0.56,9.2,1
812,7.019183201695243,0.055,3.42,0.5,9.1,1
813,7.08,0.045,3.38,0.46,9.5,1
814,8.49,0.072,3.03,0.59,10.5,1
815,6.67,0.04,3.01,0.46,9.0,0
816,9.0,0.036,3.16,0.52,11.7,0
817,7.38,0.034,3.2,0.51,9.1,0
818,6.67,0.04,3.01,0.46,9.0,0
819,7.38,0.034,3.2,0.51,9.1,0
820,7.25,0.021,3.41,0.61,12.4,1
821,8.155,0.071,2.96,0.58,9.2,1
822,7.1899999999999995,0.053,3.3,0.43,9.4,0
823,7.120000000000001,0.047,3.34,0.43,9.6,1
824,9.0,0.036,3.16,0.52,11.7,0
825,7.58,0.042,3.26,0.56,9.8,1
826,7.43,0.046,3.33,0.59,10.2,1
827,8.0,0.031,3.28,0.48,12.5,1
828,7.62,0.044,3.16,0.44,10.9,1
829,7.62,0.043,3.16,0.42,11.0,1
830,7.8149999999999995,0.06,3.72,0.69,10.5,1
831,7.970000000000001,0.037,3.05,0.62,11.5,0
832,7.9399999999999995,0.044,3.36,0.53,12.8,1
833,7.49,0.035,3.18,0.44,12.2,1
834,7.8149999999999995,0.06,3.72,0.69,10.5,1
835,8.26,0.04,3.14,0.45,12.8,1
836,7.91,0.034,3.25,0.4,11.9,1
837,7.91,0.034,3.25,0.4,11.9,1
838,7.91,0.034,3.25,0.4,11.9,1
839,8.19,0.034,3.16,0.39,12.0,1
840,8.28,0.036,3.16,0.39,12.0,1
841,9.25,0.044,3.12,0.47,8.8,1
842,9.25,0.044,3.12,0.47,8.8,1
843,7.44,0.036,3.21,0.54,10.8,1
844,7.8,0.034,3.3,0.5,11.0,1
845,7.8,0.034,3.3,0.5,11.0,1
846,7.1899999999999995,0.035,3.02,0.4,9.3,0
847,9.809999999999999,0.026,3.08,0.39,10.8,0
848,9.25,0.044,3.12,0.47,8.8,1
849,6.44,0.03,3.31,0.47,11.5,1
850,7.44,0.036,3.21,0.54,10.8,1
851,9.07,0.042,3.1,0.54,9.4,0
852,7.44,0.036,3.27,0.95,9.5,1
853,8.620000000000001,0.039,3.06,0.49,8.6,0
854,7.44,0.036,3.27,0.95,9.5,1
855,7.95,0.038,3.49,0.77,10.3,1
856,9.07,0.042,3.1,0.54,9.4,0
857,9.08,0.042,3.1,0.52,9.4,0
858,7.31,0.038,3.17,0.54,10.0,1
859,7.199999999999999,0.17,3.18,0.47,9.4,0
860,8.719999999999999,0.03,3.22,0.63,10.4,1
861,7.97,0.041,3.29,0.75,9.1,1
862,5.14,0.028,3.36,0.61,9.9,1
863,6.8100000000000005,0.029,3.24,0.5,12.1,1
864,5.13,0.028,3.35,0.61,9.9,0
865,6.699999999999999,0.021,3.12,0.3,12.5,1
866,7.44,0.036,3.27,0.95,9.5,1
867,8.44,0.042,3.24,0.76,8.5,1
868,8.0,0.04,3.28,0.82,9.0,1
869,7.83,0.037,3.19,0.7,10.1,1
870,7.1000000000000005,0.08,3.04,0.48,9.4,0
871,8.620000000000001,0.039,3.06,0.49,8.6,0
872,6.77,0.03,3.06,0.34,10.7,1
873,10.940000000000001,0.037,2.89,0.28,9.6,0
874,8.14,0.029,3.35,0.39,10.1,0
875,7.63,0.037,3.2,0.57,10.0,1
876,7.6000000000000005,0.018,3.28,0.36,12.7,1
877,6.62,0.119,3.19,0.38,10.2,1
878,6.9,0.126,3.23,0.37,8.9,1
879,7.380000000000001,0.037,3.41,0.82,11.9,1
880,7.63,0.037,3.2,0.57,10.0,1
881,9.6,0.04,3.19,0.48,9.9,1
882,8.09,0.022,3.13,0.55,11.5,1
883,8.09,0.022,3.13,0.55,11.5,1
884,7.32,0.035,3.35,0.52,9.8,1
885,6.709999999999999,0.024,3.4,0.67,12.2,1
886,7.869999999999999,0.04,3.19,0.51,11.4,1
887,7.12,0.044,3.37,0.68,11.0,1
888,7.869999999999999,0.04,3.19,0.51,11.4,1
889,7.12,0.044,3.37,0.68,11.0,1
890,5.31,0.046,3.3,0.63,9.9,1
891,6.239999999999999,0.031,3.42,0.4,11.0,1
892,6.46,0.036,3.58,0.48,9.4,0
893,7.6,0.037,3.12,0.36,12.2,1
894,6.239999999999999,0.031,3.42,0.4,11.0,1
895,6.18,0.043,3.23,0.53,10.3,1
896,7.26,0.047,3.22,0.53,10.5,1
897,7.55,0.044,3.08,0.46,10.5,1
898,7.1499999999999995,0.039,3.05,0.49,10.9,1
899,7.26,0.047,3.22,0.53,10.5,1
900,7.18,0.052,3.32,0.56,11.0,1
901,8.579999999999998,0.046,3.25,0.37,9.7,1
902,6.7299999999999995,0.048,3.08,0.4,8.9,0
903,6.51,0.047,3.2,0.39,9.6,1
904,7.390000000000001,0.056,3.02,0.47,8.8,1
905,9.01,0.047,3.06,0.65,11.1,0
906,9.02,0.048,3.08,0.61,10.3,0
907,7.739999999999999,0.036,3.28,0.43,12.2,1
908,8.6,0.054,3.32,0.47,9.8,0
909,8.059176130895091,0.049,3.08,0.53,8.8,0
910,6.83,0.04,3.15,0.63,9.9,0
911,6.720000000000001,0.042,3.15,0.63,9.9,0
912,6.83,0.041,3.15,0.63,9.9,0
913,6.14,0.038,3.36,0.35,9.2,0
914,8.58,0.05,3.24,0.37,9.5,0
915,5.9399999999999995,0.038,3.36,0.35,9.2,0
916,7.92,0.042,3.36,0.56,10.3,1
917,8.32,0.037,2.93,0.33,11.0,1
918,7.58,0.031,3.06,0.39,11.9,1
919,9.18,0.04,2.94,0.32,10.2,1
920,7.430000000000001,0.057,3.55,0.44,9.4,1
921,8.639999999999999,0.036,3.13,0.44,8.9,1
922,8.639999999999999,0.036,3.13,0.44,8.9,1
923,7.029999999999999,0.044,3.17,0.43,10.0,1
924,8.59,0.044,3.45,0.49,10.7,1
925,6.800000000000001,0.047,3.28,0.43,9.8,0
926,6.095,0.042,3.36,0.38,9.3,0
927,7.28,0.057,3.02,0.48,9.5,1
928,7.1,0.055,3.58,0.47,10.0,0
929,7.04,0.044,3.15,0.51,9.0,0
930,8.39,0.017,3.14,0.4,11.9,1
931,7.09,0.033,3.08,0.38,8.9,0
932,7.04,0.046,3.18,0.41,10.0,1
933,6.5200000000000005,0.037,3.26,0.41,9.6,0
934,6.91,0.039,3.08,0.38,8.9,0
935,6.81,0.041,3.12,0.4,8.9,0
936,7.15,0.048,3.08,0.41,11.4,0
937,7.04,0.044,3.15,0.51,9.0,0
938,6.84,0.044,3.36,0.55,10.0,1
939,8.23,0.044,3.06,0.47,9.6,1
940,6.82,0.034,3.14,0.6,9.7,0
941,7.03,0.037,3.25,0.53,9.5,1
942,6.005000000000001,0.039,3.54,0.41,10.0,1
943,7.740000000000001,0.03,3.14,0.38,12.2,1
944,7.01,0.051,3.28,0.44,8.7,1
945,7.140000000000001,0.058,3.52,0.44,10.2,1
946,9.545,0.047,2.96,0.43,9.6,0
947,9.01,0.039,2.96,0.36,10.0,0
948,7.755,0.048,3.36,0.52,9.5,0
949,7.9399999999999995,0.034,3.18,0.46,11.5,0
950,8.205,0.043,3.08,0.38,9.5,0
951,8.16,0.035,3.08,0.49,9.8,1
952,7.0,0.028,3.23,0.55,10.1,1
953,8.799999999999999,0.042,2.99,0.36,10.0,0
954,8.16,0.035,3.08,0.49,9.8,1
955,8.205,0.043,3.08,0.38,9.5,0
956,8.08,0.042,3.07,0.38,9.5,0
957,7.15,0.041,3.39,0.54,10.2,1
958,7.12,0.039,3.39,0.54,10.2,1
959,7.88,0.05,3.03,0.42,9.0,1
960,7.88,0.05,3.03,0.42,9.0,1
961,8.78,0.037,3.13,0.57,12.3,1
962,7.88,0.05,3.03,0.42,9.0,1
963,6.54,0.023,3.37,0.51,11.6,1
964,6.37,0.034,3.28,0.43,9.5,1
965,8.96,0.035,3.15,0.36,11.5,0
966,7.12,0.041,3.13,0.37,9.6,1
967,7.369999999999999,0.039,3.24,0.42,9.0,1
968,6.91,0.028,3.34,0.7,12.0,1
969,6.01,0.019,3.33,0.51,11.4,1
970,5.529999999999999,0.017,3.38,0.36,12.3,1
971,6.46,0.02,3.32,0.47,12.6,1
972,7.369999999999999,0.039,3.217616021567495,0.42,9.0,1
973,6.91,0.028,3.34,0.7,12.0,1
974,7.609999999999999,0.046,3.32,0.9,11.7,1
975,8.149999999999999,0.054,3.12,0.49,9.2,0
976,7.029999999999999,0.058,3.51,0.45,10.3,1
977,6.97,0.05,3.25,0.49,8.6,0
978,8.31,0.037,3.39,0.62,10.7,1
979,6.91,0.15,3.12,0.47,9.8,0
980,6.9,0.152,3.12,0.46,9.8,1
981,8.31,0.037,3.39,0.62,10.7,1
982,5.699999999999999,0.027,3.5,0.45,12.5,1
983,6.4,0.026,3.41,0.45,11.9,1
984,7.420000000000001,0.043,3.44,0.52,10.8,0
985,6.62,0.05,3.42,0.52,10.5,1
986,7.98,0.054,3.12,0.48,10.3,1
987,8.0,0.053,3.12,0.45,10.3,1
988,7.420000000000001,0.043,3.44,0.52,10.8,0
989,8.370000000000001,0.036,3.06,0.38,12.0,1
990,9.14,0.04,2.95,0.39,10.2,1
991,8.899999999999999,0.046,3.14,0.62,10.2,0
992,7.02,0.049,3.19,0.39,9.9,0
993,7.42,0.046,3.38,0.47,10.1,0
994,9.139999999999999,0.04,3.25,0.55,9.5,1
995,8.41,0.046,3.05,0.45,10.5,1
996,6.6,0.046,3.29,0.63,10.4,0
997,6.609999999999999,0.062,3.31,0.47,9.5,1
998,8.540000000000001,0.056,3.05,0.5,9.2,1
999,8.41,0.046,3.05,0.54,10.1,1
1000,8.549999999999999,0.05,3.15,0.45,9.8,1
1001,7.090000000000001,0.045,3.09,0.46,9.4,0
1002,7.11,0.045,3.09,0.45,9.4,1
1003,7.53,0.063,3.31,0.48,10.4,1
1004,6.42,0.038,3.34,0.55,11.3,1
1005,7.06,0.044,3.42,0.64,10.8,1
1006,6.42,0.038,3.34,0.55,11.3,1
1007,5.679999999999999,0.052,3.32,0.43,9.3,0
1008,7.1899999999999995,0.059,3.37,0.55,10.3,1
1009,8.840000000000002,0.055,3.08,0.39,10.5,1
1010,8.2,0.043,3.11,0.75,10.3,1
1011,8.27,0.048,3.24,0.66,11.2,1
1012,8.940000000000001,0.057,3.15,0.41,10.3,1
1013,6.92,0.048,3.19,0.5,9.5,0
1014,6.529999999999999,0.064,3.66,0.43,8.9,0
1015,8.209999999999999,0.036,3.03,0.29,10.2,0
1016,7.64,0.071,2.98,0.88,9.2,0
1017,8.2,0.043,3.11,0.75,10.3,1
1018,7.699999999999999,0.045,2.95,0.31,10.5,1
1019,8.700000000000001,0.049,3.21,0.62,9.5,1
1020,9.219999999999999,0.041,3.11,0.49,11.4,1
1021,9.219999999999999,0.041,3.11,0.49,11.4,1
1022,7.3100000000000005,0.019,3.25,0.37,11.1,1
1023,8.17,0.06,3.13,0.38,10.5,1
1024,7.88,0.088,3.51,0.7,12.0,1
1025,6.8100000000000005,0.039,3.38,0.51,9.7,1
1026,7.18,0.042,3.32,0.51,10.2,1
1027,8.72,0.04,3.09,0.3,9.5,0
1028,7.59,0.052,3.41,0.59,10.4,1
1029,7.34,0.05,3.19,0.57,9.3,0
1030,7.71,0.054,3.48,0.62,10.5,1
1031,6.83,0.047,3.35,0.62,10.0,1
1032,7.76,0.055,3.49,0.64,10.2,1
1033,7.76,0.055,3.49,0.64,10.2,1
1034,9.000000000000002,0.244,2.87,0.74,9.1,0
1035,9.350000000000001,0.04,3.16,0.67,10.2,1
1036,8.04,0.06,3.54,0.88,10.7,0
1037,7.81,0.044,3.21,0.56,9.7,0
1038,7.59,0.034,3.37,0.52,9.3,1
1039,8.01,0.035,3.05,0.74,11.0,0
1040,9.18,0.047,3.22,0.71,10.8,0
1041,8.275,0.039,3.01,0.56,10.7,0
1042,8.11,0.043,3.24,0.45,10.7,0
1043,8.31,0.048,2.95,0.4,8.8,0
1044,7.78,0.049,3.16,0.48,10.9,1
1045,7.8500000000000005,0.05,3.14,0.45,10.5,0
1046,6.79,0.046,3.29,0.45,10.0,0
1047,7.83,0.029,3.07,0.43,10.4,0
1048,9.080000000000002,0.038,3.03,0.43,9.2,0
1049,6.83,0.035,3.31,0.62,12.6,1
1050,7.88,0.048,3.1,0.54,9.0,0
1051,7.92,0.137,3.03,0.39,9.2,1
1052,8.31,0.035,2.99,0.39,11.3,0
1053,10.24,0.05,3.12,0.69,10.3,0
1054,7.83,0.029,3.07,0.43,10.4,0
1055,9.27,0.049,2.96,0.44,10.0,0
1056,8.05,0.06,3.51,0.47,10.7,1
1057,7.95,0.093,3.41,0.47,9.0,0
1058,8.05,0.06,3.51,0.47,10.7,1
1059,5.8,0.077,3.3,0.54,8.7,0
1060,8.62,0.054,3.09,0.72,11.6,1
1061,7.49,0.07,3.34,0.55,9.4,0
1062,7.22,0.079,3.31,0.68,9.5,0
1063,7.22,0.073,3.3,0.67,9.5,0
1064,8.729999999999999,0.072,3.37,0.7,10.9,1
1065,8.900000000000002,0.054,3.22,0.5,9.7,0
1066,7.21,0.048,3.08,0.45,9.1,1
1067,8.030000000000001,0.037,3.1,0.49,11.1,1
1068,9.57,0.024,2.96,0.4,12.6,1
1069,7.460000000000001,0.031,3.35,0.56,11.0,1
1070,8.69,0.04,3.0,0.55,11.3,1
1071,8.900000000000002,0.054,3.22,0.5,9.7,0
1072,8.819999999999999,0.036,2.96,0.4,10.9,1
1073,8.340000000000002,0.048,2.97,0.47,10.9,0
1074,7.2,0.049,3.17,0.5,9.3,1
1075,6.990000000000001,0.033,3.22,0.54,12.7,1
1076,8.11,0.048,3.37,0.59,10.1,1
1077,8.5,0.037,3.18,0.65,10.0,0
1078,7.1,0.051,3.49,0.42,9.8,0
1079,7.837996532460027,0.046,3.29,0.53,10.1,1
1080,7.28,0.059,3.43,0.39,9.0,1
1081,6.82,0.038,3.28,0.38,9.4,1
1082,6.82,0.038,3.28,0.38,9.4,1
1083,7.970000000000001,0.048,3.03,0.42,9.2,1
1084,6.74,0.035,3.36,0.33,10.1,1
1085,8.299999999999999,0.041,3.06,0.45,8.6,0
1086,5.890000000000001,0.027,3.55,0.49,11.2,1
1087,7.5600000000000005,0.037,3.17,0.42,11.2,1
1088,7.970000000000001,0.048,3.03,0.42,9.2,1
1089,7.5,0.034,3.19,0.39,10.6,1
1090,9.090000000000002,0.049,3.01,0.51,9.3,1
1091,7.76,0.048,3.05,0.47,8.9,1
1092,7.71,0.069,3.42,0.43,10.6,1
1093,8.88,0.038,3.1,0.32,10.6,1
1094,7.95,0.045,3.09,0.32,8.8,0
